day,url,customer_id
01-06-2025,www.xyz.com/lccjd37,ba6ece80-de0a-4ffd-8509-9d824390ac7d
01-06-2025,www.xyz.com/lydfx97,8737ac07-6703-4ba7-838b-bc779d2ecaf6
01-06-2025,www.xyz.com/ibwsq1,50307828-b7ad-4069-954e-a49bcfa2c047
01-06-2025,www.xyz.com/uxvwj59,e35cb2b9-e0d5-4e4e-8a02-c8b016f4fbf6
01-06-2025,www.xyz.com/qyron67,1039b123-3817-4f74-bc0b-c90386654bfd
01-06-2025,www.xyz.com/wjcxw26,b4a3b0f8-ba78-4d29-9737-8ecd5cbba3f9
01-06-2025,www.xyz.com/xvwiq46,6e60b028-a956-4b15-b6ef-b41d24a4bc36
01-06-2025,www.xyz.com/vxtfu37,5ca3a1f3-ad51-4c0a-9ea1-7a6ef698f7e4
01-06-2025,www.xyz.com/tkfsy52,79e82efa-c4d9-43e0-88e9-1ab1d5b74452
01-06-2025,www.xyz.com/aezdo55,9066ee9b-1932-4549-b774-f6697695e3fc
01-06-2025,www.xyz.com/ukqkm33,0122cb61-5246-466a-aa69-68a03186a184
01-06-2025,www.xyz.com/yvcem52,2ef4f33d-7c98-4f48-9fff-1c07f4f8431f
01-06-2025,www.xyz.com/fklrd69,67ffa4da-3d7d-43ca-9828-cd37b5677adb
01-06-2025,www.xyz.com/zuxrh28,2e21c790-463f-4518-b39f-82fa20160843
01-06-2025,www.xyz.com/ksthy9,9a3b9332-de57-427f-84b8-c3b6672f0011
01-06-2025,www.xyz.com/idirs51,294b55c8-e0e6-4667-af15-97a82478d896
01-06-2025,www.xyz.com/yelvj43,93b4a6b1-175b-45ee-9b67-408b777db4bc
01-06-2025,www.xyz.com/xjadr16,2bef6b5e-63af-4488-8b43-363481191732
01-06-2025,www.xyz.com/cfzoj21,74138ae9-6322-4f21-93dd-7a98d306d464
01-06-2025,www.xyz.com/fpfei50,8b723721-cf2c-4d08-b9ca-2cfe14edf683
01-06-2025,www.xyz.com/khbei7,892eebcb-fa79-4e62-993a-899844122673
01-06-2025,www.xyz.com/uqsbm34,e18d2836-fb40-4134-9aea-1bebdf665cd9
01-06-2025,www.xyz.com/rhrca31,56711a45-768d-4df2-9aa0-9e3efe76d116
01-06-2025,www.xyz.com/yehkj96,02d9920c-a48c-4cbf-b132-0e90ffe0eea2
01-06-2025,www.xyz.com/dhhgm51,3daa531a-6165-47d8-b857-eb6a5a723209
01-06-2025,www.xyz.com/flgqp40,91e7c9b0-672f-430a-884c-81a66973c47b
01-06-2025,www.xyz.com/jefil69,dbd4460c-d89a-4819-910d-1b0faa43d2a1
01-06-2025,www.xyz.com/fjaxx13,46749110-3c90-4910-af7d-c69aa0c2159c
01-06-2025,www.xyz.com/hmzig29,d23ec136-957e-4c8e-817b-c0da23066f99
01-06-2025,www.xyz.com/bjidm2,1ad7404a-a411-40f7-bca5-ea222b157ddc
01-06-2025,www.xyz.com/ecjgp25,0b4c34c4-a47e-4903-bf1e-bc6c95506f56
01-06-2025,www.xyz.com/lfzro9,caf0593e-92c3-4ade-b39f-d50a8b04c692
01-06-2025,www.xyz.com/hpspl97,59c4e247-2465-4da3-b83d-5d9eac544a47
01-06-2025,www.xyz.com/txpnc74,fe5f77be-b52e-4026-8b9d-83b70eed5e80
01-06-2025,www.xyz.com/akkcy45,6d4a462e-d4f3-4f00-9123-7246e150e066
01-06-2025,www.xyz.com/ogbqa64,70bc89fb-872a-4671-99fb-87f3da277bf0
01-06-2025,www.xyz.com/jngdg92,287038de-635b-40f8-9d36-3251d48090c0
01-06-2025,www.xyz.com/opllh55,b29a2103-3a94-4416-84bf-28af259d7055
01-06-2025,www.xyz.com/badyl23,3bf75836-38b2-448a-a442-4596ab690725
01-06-2025,www.xyz.com/zxhgo17,473677ad-cbc9-4011-b4d7-ca15dbef8caa
01-06-2025,www.xyz.com/qeweg81,2bf46130-0dea-4395-b75b-adb9e50f8ea1
01-06-2025,www.xyz.com/oxajs84,65fc7731-c142-462b-a582-7dff32189ac3
01-06-2025,www.xyz.com/gkkxo2,d3c6b4bc-7887-4a08-bf8e-4394516fb89e
01-06-2025,www.xyz.com/qvcft79,b9137e69-79d7-45f9-96ed-60be584261c6
01-06-2025,www.xyz.com/secpk11,78fcb6a9-0d16-4c0f-b9de-4f2756de5ff1
01-06-2025,www.xyz.com/hounv80,edf8c9b6-92f5-4033-ad47-8d149e4e363a
01-06-2025,www.xyz.com/fwoyc6,9d9069de-5c07-44df-b61c-3ef303a2da46
01-06-2025,www.xyz.com/pbxqx6,a0252e0d-ef69-488b-a0fc-2cac4c00bc04
01-06-2025,www.xyz.com/fssng60,473a7472-c731-4fc8-a477-97df8057ffd1
01-06-2025,www.xyz.com/ssmvk69,98639cca-2efe-4fb3-b11e-49e541c96a05
01-06-2025,www.xyz.com/nomsi83,2897f174-d812-4c98-8cae-4b457d9a0583
01-06-2025,www.xyz.com/vnbgg50,96b3f492-be8f-410d-9378-e76d99224523
01-06-2025,www.xyz.com/eqmjs76,0cea8f8f-3571-44f2-bf33-57f97ffccbad
01-06-2025,www.xyz.com/fuqru51,c4894b15-8f0e-454f-b0fc-af4d2ecf00a0
01-06-2025,www.xyz.com/puyui47,b8d224d3-b814-485d-ab06-11908cbc9d92
01-06-2025,www.xyz.com/ymjrt57,728281a4-76bb-495e-b031-7df92f5d4595
01-06-2025,www.xyz.com/aybvf43,9ef48b8a-f040-4462-b636-039d74519d14
01-06-2025,www.xyz.com/fikmv34,70f7126b-6587-440e-9d71-f8157012a693
01-06-2025,www.xyz.com/vffxe27,48565695-e852-4a6a-b134-6a82d9ed749c
01-06-2025,www.xyz.com/vmvyl41,d95ec931-fa00-42c8-8db0-6cd465797ebf
01-06-2025,www.xyz.com/mwqrm45,816a1a35-12d5-47b8-8482-ba66d0978863
01-06-2025,www.xyz.com/brluz32,01cfbf6d-11dd-419f-b131-e441af47175e
01-06-2025,www.xyz.com/xoziv38,7bb9b602-43f5-4281-b0a3-08adcc9f8b93
01-06-2025,www.xyz.com/pxymh88,7c40a12c-5445-4fae-9f29-6469fa455f0f
01-06-2025,www.xyz.com/ngjch67,7b4b9806-e88f-41ca-8975-7268a121fab0
01-06-2025,www.xyz.com/mgwgp60,53cd588a-2550-4d9f-a0df-5062d73d2c9d
01-06-2025,www.xyz.com/bpcjf25,af9f7635-f0e8-4fb6-87af-5633ce29c1fc
01-06-2025,www.xyz.com/fbyel72,b0b039b1-2841-4b99-acaf-596b396f724c
01-06-2025,www.xyz.com/rnizn62,f0ada1ca-91b0-45cb-a208-6cbd57da189f
01-06-2025,www.xyz.com/ffkya90,26ce04a7-8d57-4cf7-ac45-53c573e62c45
01-06-2025,www.xyz.com/furkp43,7f3eaa2f-8f7d-4a7c-a200-4933dba89f0b
01-06-2025,www.xyz.com/wfixf4,675cc187-2a39-4f44-a0df-cf84e1c2f45e
01-06-2025,www.xyz.com/lpvvy75,f46cf48e-10c9-4b7e-aed6-f012666815bc
